2026-05-28 09:43:09 | INFO     | app.core.logging:setup_logging:54 | Logging initialized for UniConnect v1.0.0
2026-05-28 10:15:11 | ERROR    | app.services.document:process_document_pipeline:407 | Pipeline failed for document 818d5916-dafe-412c-a5ad-06d6b364b7c2: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-05-28 10:15:11 | INFO     | app.repositories.document:update_document_status:109 | Document updated: 818d5916-dafe-412c-a5ad-06d6b364b7c2, status: failed
2026-05-28 10:15:34 | INFO     | app.core.logging:setup_logging:54 | Logging initialized for UniConnect v1.0.0
2026-05-28 10:15:35 | INFO     | app.main:_create_tables:28 | Database tables created / verified successfully
2026-05-28 10:15:35 | INFO     | app.main:_seed_admin:60 | Admin account already exists: admin@uniconnect.com
2026-05-28 10:15:35 | INFO     | app.main:lifespan:75 | Database connection check passed
2026-05-28 10:16:00 | INFO     | app.core.logging:setup_logging:54 | Logging initialized for UniConnect v1.0.0
2026-05-28 10:16:00 | INFO     | app.main:_create_tables:28 | Database tables created / verified successfully
2026-05-28 10:16:00 | INFO     | app.main:_seed_admin:60 | Admin account already exists: admin@uniconnect.com
2026-05-28 10:16:00 | INFO     | app.main:lifespan:75 | Database connection check passed
2026-05-28 10:16:11 | INFO     | app.core.logging:setup_logging:54 | Logging initialized for UniConnect v1.0.0
2026-05-28 10:16:11 | INFO     | app.main:_create_tables:28 | Database tables created / verified successfully
2026-05-28 10:16:11 | INFO     | app.main:_seed_admin:60 | Admin account already exists: admin@uniconnect.com
2026-05-28 10:16:11 | INFO     | app.main:lifespan:75 | Database connection check passed
<<<<<<< Updated upstream
2026-05-28 11:27:59 | INFO     | app.core.logging:setup_logging:54 | Logging initialized for UniConnect v1.0.0
2026-05-28 11:27:59 | INFO     | app.main:_create_tables:28 | Database tables created / verified successfully
2026-05-28 11:27:59 | INFO     | app.main:_seed_admin:60 | Admin account already exists: admin@uniconnect.com
2026-05-28 11:27:59 | INFO     | app.main:lifespan:75 | Database connection check passed
=======
2026-05-28 10:16:29 | INFO     | app.core.logging:setup_logging:54 | Logging initialized for UniConnect v1.0.0
2026-05-28 10:16:29 | INFO     | app.main:_create_tables:28 | Database tables created / verified successfully
2026-05-28 10:16:29 | INFO     | app.main:_seed_admin:60 | Admin account already exists: admin@uniconnect.com
2026-05-28 10:16:29 | INFO     | app.main:lifespan:75 | Database connection check passed
>>>>>>> Stashed changes
